trade_id,trade_date,settle_date,asset_class,counterparty,side,quantity,price,notional,status,fail_reason,days_to_resolve,actual_settle_date,fail_status,days_late,aging_bucket,estimated_cost
T100186,2026-06-25,2026-06-26,Equity,Fenwick Custody Solutions,Sell,12496,119.08,1488047.76,Settled On Time,,,,N/A,0.0,,0.0
T100187,2026-07-20,2026-07-21,Equity,Meridian Capital Partners,Buy,7469,34.62,258572.26,Settled On Time,,,,N/A,0.0,,0.0
T100188,2026-06-05,2026-06-09,Corporate Bond,Meridian Capital Partners,Buy,1212825,100.0,121284214.46,Settled On Time,,,,N/A,0.0,,0.0
T100189,2026-06-09,2026-06-10,Equity,Harborview Asset Services,Buy,17797,43.64,776603.33,Settled On Time,,,,N/A,0.0,,0.0
T100190,2026-03-27,2026-03-30,Government Bond,Northbridge Prime Services,Sell,508510,101.0,51357777.66,Settled On Time,,,,N/A,0.0,,0.0
T100191,2026-08-18,2026-08-19,Equity,Dunmore & Co.,Buy,1018,79.08,80499.53,Settled On Time,,,,N/A,0.0,,0.0
T100192,2026-08-18,2026-08-19,Equity,Oakferry Markets,Buy,6210,63.98,397342.36,Settled On Time,,,,N/A,0.0,,0.0
T100193,2026-07-03,2026-07-07,Corporate Bond,Ashford Securities,Buy,116694,98.72,11520127.29,Settled On Time,,,,N/A,0.0,,0.0
T100194,2026-08-07,2026-08-10,Equity,Caldera Prime Brokerage,Buy,15239,34.07,519193.86,Settled On Time,,,,N/A,0.0,,0.0
T100195,2026-06-16,2026-06-17,Equity,Sable Point Capital,Buy,4947,18.63,92142.49,Settled On Time,,,,N/A,0.0,,0.0
T100196,2026-06-25,2026-06-26,ETF,Journeyman Capital,Buy,12073,89.53,1080903.45,Settled On Time,,,,N/A,0.0,,0.0
T100197,2026-07-24,2026-07-27,Government Bond,Lindenmoor Securities,Sell,1582376,97.28,153935085.09,Settled On Time,,,,N/A,0.0,,0.0
T100198,2026-03-04,2026-03-05,Equity,Harborview Asset Services,Buy,4056,53.89,218578.85,Settled On Time,,,,N/A,0.0,,0.0
T100199,2026-04-07,2026-04-08,Equity,Meridian Capital Partners,Sell,14632,32.82,480212.23,Settled On Time,,,,N/A,0.0,,0.0
T100200,2026-04-03,2026-04-07,Corporate Bond,Oakferry Markets,Sell,783843,101.74,79749166.95,Settled On Time,,,,N/A,0.0,,0.0
T100201,2026-06-19,2026-06-22,Government Bond,Palisade Trading Group,Sell,1197538,100.37,120195375.09,Settled On Time,,,,N/A,0.0,,0.0
T100202,2026-04-10,2026-04-13,ETF,Everline Global Markets,Sell,9024,65.98,595425.56,Settled On Time,,,,N/A,0.0,,0.0
T100203,2026-05-07,2026-05-08,Equity,Meridian Capital Partners,Sell,17851,55.74,995068.48,Settled On Time,,,,N/A,0.0,,0.0
T100204,2026-05-26,2026-05-27,Equity,Palisade Trading Group,Sell,3771,40.66,153340.14,Settled On Time,,,,N/A,0.0,,0.0
T100205,2026-07-09,2026-07-10,Equity,Ironwood Clearing,Sell,8415,33.04,278027.03,Settled On Time,,,,N/A,0.0,,0.0
T100206,2026-05-29,2026-06-01,Equity,Harborview Asset Services,Buy,19500,45.25,882452.66,Settled On Time,,,,N/A,0.0,,0.0
T100207,2026-03-03,2026-03-05,Corporate Bond,Meridian Capital Partners,Sell,447455,96.39,43130151.51,Settled On Time,,,,N/A,0.0,,0.0
T100208,2026-06-30,2026-07-01,Equity,Lindenmoor Securities,Buy,2978,51.86,154447.59,Settled On Time,,,,N/A,0.0,,0.0
T100209,2026-05-14,2026-05-15,ETF,Fenwick Custody Solutions,Buy,8595,83.58,718341.65,Settled On Time,,,,N/A,0.0,,0.0
T100210,2026-03-18,2026-03-20,Corporate Bond,Thornfield Global Clearing,Sell,1227021,99.88,122555904.01,Settled On Time,,,,N/A,0.0,,0.0
T100211,2026-06-24,2026-06-25,ETF,Lindenmoor Securities,Buy,7064,29.2,206286.25,Settled On Time,,,,N/A,0.0,,0.0
T100212,2026-04-15,2026-04-16,Equity,Lindenmoor Securities,Buy,2856,88.81,253643.25,Settled On Time,,,,N/A,0.0,,0.0
T100213,2026-05-20,2026-05-22,Corporate Bond,Everline Global Markets,Sell,421621,101.3,42711612.71,Settled On Time,,,,N/A,0.0,,0.0
T100214,2026-08-19,2026-08-21,Corporate Bond,Northbridge Prime Services,Sell,1566508,97.87,153320139.69,Settled On Time,,,,N/A,0.0,,0.0
T100215,2026-04-09,2026-04-13,Corporate Bond,Sable Point Capital,Buy,613726,95.38,58536817.8,Settled On Time,,,,N/A,0.0,,0.0
T100216,2026-08-05,2026-08-06,Equity,Oakferry Markets,Buy,4995,73.42,366746.06,Settled On Time,,,,N/A,0.0,,0.0
T100217,2026-05-20,2026-05-21,Equity,Kestrel Institutional Brokers,Sell,9644,236.54,2281143.54,Settled On Time,,,,N/A,0.0,,0.0
T100218,2026-08-13,2026-08-14,Government Bond,Meridian Capital Partners,Buy,617281,93.99,58019714.85,Failed,DK - Trade/Documentation Discrepancy,4.0,2026-08-18,Resolved,4.0,3-5 days,34167.17
T100219,2026-07-29,2026-07-30,Equity,Everline Global Markets,Sell,16674,60.28,1005113.54,Settled On Time,,,,N/A,0.0,,0.0
T100220,2026-07-27,2026-07-28,Equity,Bellwether Capital Partners,Buy,8757,34.09,298509.47,Settled On Time,,,,N/A,0.0,,0.0
T100221,2026-04-03,2026-04-06,ETF,Meridian Capital Partners,Buy,13686,32.26,441514.7,Settled On Time,,,,N/A,0.0,,0.0
T100222,2026-07-20,2026-07-22,Corporate Bond,Dunmore & Co.,Buy,232788,94.41,21978428.07,Settled On Time,,,,N/A,0.0,,0.0
T100223,2026-05-04,2026-05-05,Government Bond,Bellwether Capital Partners,Buy,184528,100.27,18501867.6,Settled On Time,,,,N/A,0.0,,0.0
T100224,2026-08-10,2026-08-11,Equity,Palisade Trading Group,Buy,7540,48.6,366432.96,Settled On Time,,,,N/A,0.0,,0.0
T100225,2026-08-24,2026-08-25,Government Bond,Ironwood Clearing,Sell,1712713,101.55,173933334.91,Settled On Time,,,,N/A,0.0,,0.0
T100226,2026-06-16,2026-06-17,Equity,Ridgeline Brokerage,Sell,17003,81.27,1381901.99,Settled On Time,,,,N/A,0.0,,0.0
T100227,2026-08-10,2026-08-11,ETF,Ridgeline Brokerage,Sell,11498,75.54,868610.92,Settled On Time,,,,N/A,0.0,,0.0
T100228,2026-06-02,2026-06-04,Corporate Bond,Caldera Prime Brokerage,Sell,549553,99.97,54936584.44,Settled On Time,,,,N/A,0.0,,0.0
T100229,2026-03-04,2026-03-05,Equity,Palisade Trading Group,Buy,5199,110.21,572987.7,Settled On Time,,,,N/A,0.0,,0.0
T100230,2026-08-03,2026-08-04,Equity,Greystone Trading LLC,Buy,7385,139.63,1031201.55,Settled On Time,,,,N/A,0.0,,0.0
T100231,2026-06-02,2026-06-03,Equity,Oakferry Markets,Sell,5054,26.79,135405.91,Settled On Time,,,,N/A,0.0,,0.0
T100232,2026-03-05,2026-03-06,Government Bond,Ashford Securities,Buy,1566041,102.38,160328942.62,Settled On Time,,,,N/A,0.0,,0.0
T100233,2026-03-10,2026-03-11,ETF,Journeyman Capital,Buy,14876,33.87,503899.97,Settled On Time,,,,N/A,0.0,,0.0
T100234,2026-07-07,2026-07-08,Government Bond,Meridian Capital Partners,Sell,612033,101.6,62183934.52,Settled On Time,,,,N/A,0.0,,0.0
T100235,2026-08-12,2026-08-14,Corporate Bond,Ironwood Clearing,Buy,1893128,104.58,197987263.25,Settled On Time,,,,N/A,0.0,,0.0
T100236,2026-07-01,2026-07-02,ETF,Lindenmoor Securities,Sell,1693,18.84,31898.03,Settled On Time,,,,N/A,0.0,,0.0
T100237,2026-05-15,2026-05-19,Corporate Bond,Ashford Securities,Sell,1596218,97.67,155903950.81,Settled On Time,,,,N/A,0.0,,0.0
T100238,2026-04-22,2026-04-23,Equity,Ashford Securities,Buy,2292,133.82,306708.13,Settled On Time,,,,N/A,0.0,,0.0
T100239,2026-05-12,2026-05-13,Equity,Meridian Capital Partners,Buy,11705,52.87,618812.07,Settled On Time,,,,N/A,0.0,,0.0
T100240,2026-04-24,2026-04-28,Corporate Bond,Ironwood Clearing,Buy,1195600,100.85,120581000.47,Settled On Time,,,,N/A,0.0,,0.0
T100241,2026-04-16,2026-04-20,Corporate Bond,Lindenmoor Securities,Sell,423687,92.22,39074110.56,Settled On Time,,,,N/A,0.0,,0.0
T100242,2026-03-20,2026-03-23,Equity,Harborview Asset Services,Buy,19377,28.54,552924.33,Settled On Time,,,,N/A,0.0,,0.0
T100243,2026-06-09,2026-06-10,ETF,Ashford Securities,Buy,4980,34.23,170487.48,Settled On Time,,,,N/A,0.0,,0.0
T100244,2026-04-07,2026-04-09,Corporate Bond,Oakferry Markets,Sell,770101,100.62,77487425.85,Settled On Time,,,,N/A,0.0,,0.0
T100245,2026-03-24,2026-03-25,Government Bond,Caldera Prime Brokerage,Sell,555206,96.84,53766866.65,Settled On Time,,,,N/A,0.0,,0.0
T100246,2026-04-16,2026-04-20,Corporate Bond,Palisade Trading Group,Sell,937743,96.23,90243497.34,Settled On Time,,,,N/A,0.0,,0.0
T100247,2026-07-21,2026-07-22,Equity,Ashford Securities,Sell,5210,47.34,246641.36,Settled On Time,,,,N/A,0.0,,0.0
T100248,2026-06-09,2026-06-10,Equity,Sable Point Capital,Buy,1533,127.43,195342.66,Settled On Time,,,,N/A,0.0,,0.0
T100249,2026-05-26,2026-05-27,Equity,Fenwick Custody Solutions,Sell,18713,75.2,1407135.5,Settled On Time,,,,N/A,0.0,,0.0
T100250,2026-06-12,2026-06-16,Corporate Bond,Ridgeline Brokerage,Buy,1958371,98.32,192547100.68,Settled On Time,,,,N/A,0.0,,0.0
T100251,2026-06-09,2026-06-10,Government Bond,Ashford Securities,Sell,1943617,95.1,184845476.11,Settled On Time,,,,N/A,0.0,,0.0
T100252,2026-05-27,2026-05-28,ETF,Journeyman Capital,Sell,17589,47.29,831870.5,Settled On Time,,,,N/A,0.0,,0.0
T100253,2026-07-28,2026-07-29,Equity,Ironwood Clearing,Sell,2214,23.37,51747.2,Settled On Time,,,,N/A,0.0,,0.0
T100254,2026-07-08,2026-07-09,Equity,Dunmore & Co.,Buy,1082,23.5,25422.4,Settled On Time,,,,N/A,0.0,,0.0
T100255,2026-03-31,2026-04-02,Corporate Bond,Journeyman Capital,Sell,654917,99.74,65319196.57,Settled On Time,,,,N/A,0.0,,0.0
T100256,2026-07-23,2026-07-27,Corporate Bond,Everline Global Markets,Buy,1625132,94.52,153603651.71,Settled On Time,,,,N/A,0.0,,0.0
T100257,2026-03-30,2026-03-31,Equity,Ironwood Clearing,Sell,14761,23.04,340148.34,Settled On Time,,,,N/A,0.0,,0.0
T100258,2026-03-12,2026-03-13,Equity,Harborview Asset Services,Buy,3201,32.72,104730.1,Settled On Time,,,,N/A,0.0,,0.0
T100259,2026-05-13,2026-05-14,ETF,Dunmore & Co.,Buy,16017,179.64,2877263.53,Settled On Time,,,,N/A,0.0,,0.0
T100260,2026-05-07,2026-05-08,Equity,Palisade Trading Group,Buy,19920,57.64,1148186.49,Settled On Time,,,,N/A,0.0,,0.0
T100261,2026-07-17,2026-07-21,Corporate Bond,Kestrel Institutional Brokers,Buy,578985,108.94,63072845.1,Settled On Time,,,,N/A,0.0,,0.0
T100262,2026-07-01,2026-07-02,Equity,Quorum Custody Bank,Buy,8636,24.82,214350.54,Settled On Time,,,,N/A,0.0,,0.0
T100263,2026-03-09,2026-03-10,Equity,Quorum Custody Bank,Buy,13434,40.45,543462.34,Settled On Time,,,,N/A,0.0,,0.0
T100264,2026-05-27,2026-05-28,Government Bond,Fenwick Custody Solutions,Buy,1476631,102.32,151094180.89,Settled On Time,,,,N/A,0.0,,0.0
T100265,2026-07-20,2026-07-21,Equity,Fenwick Custody Solutions,Sell,4244,145.68,618273.78,Settled On Time,,,,N/A,0.0,,0.0
T100266,2026-07-08,2026-07-09,Equity,Thornfield Global Clearing,Sell,4314,169.43,730939.93,Settled On Time,,,,N/A,0.0,,0.0
T100267,2026-05-27,2026-05-28,Equity,Greystone Trading LLC,Buy,15594,161.63,2520512.49,Settled On Time,,,,N/A,0.0,,0.0
T100268,2026-06-17,2026-06-18,Equity,Bellwether Capital Partners,Buy,10247,15.54,159262.27,Settled On Time,,,,N/A,0.0,,0.0
T100269,2026-06-08,2026-06-09,Equity,Kestrel Institutional Brokers,Sell,18339,176.2,3231286.0,Settled On Time,,,,N/A,0.0,,0.0
T100270,2026-04-08,2026-04-09,Equity,Thornfield Global Clearing,Buy,18434,58.22,1073183.68,Settled On Time,,,,N/A,0.0,,0.0
T100271,2026-06-08,2026-06-09,Equity,Everline Global Markets,Buy,12043,57.66,694409.86,Failed,Corporate Action Conflict,1.0,2026-06-10,Resolved,1.0,1-2 days,102.23
T100272,2026-06-29,2026-06-30,Equity,Meridian Capital Partners,Buy,15639,112.19,1754606.72,Settled On Time,,,,N/A,0.0,,0.0
T100273,2026-03-09,2026-03-10,ETF,Greystone Trading LLC,Buy,13506,30.36,410026.42,Settled On Time,,,,N/A,0.0,,0.0
T100274,2026-07-01,2026-07-03,Corporate Bond,Harborview Asset Services,Buy,332515,97.68,32481414.98,Settled On Time,,,,N/A,0.0,,0.0
T100275,2026-04-13,2026-04-14,Equity,Journeyman Capital,Sell,17094,89.34,1527135.32,Settled On Time,,,,N/A,0.0,,0.0
T100276,2026-02-27,2026-03-02,Equity,Caldera Prime Brokerage,Sell,11681,14.76,172412.34,Settled On Time,,,,N/A,0.0,,0.0
T100277,2026-07-13,2026-07-14,ETF,Harborview Asset Services,Sell,8243,52.29,431032.76,Settled On Time,,,,N/A,0.0,,0.0
T100278,2026-05-07,2026-05-08,Government Bond,Fenwick Custody Solutions,Sell,297587,100.71,29971399.14,Settled On Time,,,,N/A,0.0,,0.0
T100279,2026-05-12,2026-05-13,Government Bond,Quorum Custody Bank,Buy,334423,100.98,33769874.7,Settled On Time,,,,N/A,0.0,,0.0
T100280,2026-06-18,2026-06-19,Equity,Everline Global Markets,Sell,16031,35.56,570092.15,Settled On Time,,,,N/A,0.0,,0.0
T100281,2026-06-08,2026-06-09,Equity,Quorum Custody Bank,Sell,628,42.26,26536.92,Settled On Time,,,,N/A,0.0,,0.0
T100282,2026-06-18,2026-06-19,Equity,Ashford Securities,Buy,3256,21.52,70057.26,Settled On Time,,,,N/A,0.0,,0.0
T100283,2026-08-14,2026-08-17,Equity,Ironwood Clearing,Buy,9541,109.73,1046920.33,Settled On Time,,,,N/A,0.0,,0.0
T100284,2026-06-23,2026-06-24,ETF,Fenwick Custody Solutions,Buy,8615,228.16,1965603.0,Settled On Time,,,,N/A,0.0,,0.0
T100285,2026-03-05,2026-03-06,Equity,Ironwood Clearing,Buy,1655,149.49,247411.2,Settled On Time,,,,N/A,0.0,,0.0
T100286,2026-04-07,2026-04-08,Equity,Palisade Trading Group,Sell,9288,54.2,503372.18,Settled On Time,,,,N/A,0.0,,0.0
T100287,2026-05-19,2026-05-20,Equity,Thornfield Global Clearing,Buy,12617,67.29,849000.75,Settled On Time,,,,N/A,0.0,,0.0
T100288,2026-05-21,2026-05-22,ETF,Oakferry Markets,Sell,13169,25.4,334447.65,Settled On Time,,,,N/A,0.0,,0.0
T100289,2026-05-01,2026-05-04,Equity,Kestrel Institutional Brokers,Buy,7420,54.17,401931.36,Settled On Time,,,,N/A,0.0,,0.0
T100290,2026-03-31,2026-04-02,Corporate Bond,Kestrel Institutional Brokers,Buy,1546084,101.32,156650808.28,Settled On Time,,,,N/A,0.0,,0.0
T100291,2026-03-17,2026-03-18,Equity,Thornfield Global Clearing,Buy,19652,58.52,1150079.65,Settled On Time,,,,N/A,0.0,,0.0
T100292,2026-03-24,2026-03-25,Government Bond,Thornfield Global Clearing,Sell,1069475,104.54,111806997.07,Settled On Time,,,,N/A,0.0,,0.0
T100293,2026-08-17,2026-08-18,Equity,Palisade Trading Group,Buy,17463,119.39,2084869.91,Failed,DK - Trade/Documentation Discrepancy,7.0,2026-08-25,Resolved,7.0,6-10 days,2148.57
T100294,2026-05-08,2026-05-12,Corporate Bond,Dunmore & Co.,Sell,186209,103.98,19361639.76,Settled On Time,,,,N/A,0.0,,0.0
T100295,2026-08-19,2026-08-20,Government Bond,Fenwick Custody Solutions,Sell,1601110,94.68,151590404.07,Settled On Time,,,,N/A,0.0,,0.0
T100296,2026-04-28,2026-04-29,Government Bond,Fenwick Custody Solutions,Sell,115803,104.91,12148800.9,Settled On Time,,,,N/A,0.0,,0.0
T100297,2026-04-23,2026-04-27,Corporate Bond,Everline Global Markets,Sell,1537026,100.38,154286023.4,Settled On Time,,,,N/A,0.0,,0.0
T100298,2026-05-26,2026-05-28,Corporate Bond,Thornfield Global Clearing,Sell,1846541,95.82,176929721.71,Settled On Time,,,,N/A,0.0,,0.0
T100299,2026-08-17,2026-08-19,Corporate Bond,Dunmore & Co.,Buy,303256,99.81,30267408.73,Settled On Time,,,,N/A,0.0,,0.0
T100300,2026-06-08,2026-06-10,Corporate Bond,Ridgeline Brokerage,Buy,1173886,93.99,110330113.01,Settled On Time,,,,N/A,0.0,,0.0
T100301,2026-03-04,2026-03-05,Equity,Quorum Custody Bank,Sell,16654,15.87,264225.11,Settled On Time,,,,N/A,0.0,,0.0
T100302,2026-04-16,2026-04-17,ETF,Kestrel Institutional Brokers,Sell,15450,86.69,1339366.11,Settled On Time,,,,N/A,0.0,,0.0
T100303,2026-08-21,2026-08-24,ETF,Greystone Trading LLC,Sell,8611,33.19,285818.51,Settled On Time,,,,N/A,0.0,,0.0
T100304,2026-03-25,2026-03-26,Government Bond,Fenwick Custody Solutions,Buy,36876,97.81,3606970.48,Settled On Time,,,,N/A,0.0,,0.0
T100305,2026-07-27,2026-07-28,ETF,Northbridge Prime Services,Buy,17961,72.33,1299049.27,Settled On Time,,,,N/A,0.0,,0.0
T100306,2026-08-12,2026-08-13,Equity,Northbridge Prime Services,Sell,14274,76.73,1095221.6,Settled On Time,,,,N/A,0.0,,0.0
T100307,2026-04-06,2026-04-08,Corporate Bond,Kestrel Institutional Brokers,Buy,339867,98.51,33479290.1,Settled On Time,,,,N/A,0.0,,0.0
T100308,2026-06-08,2026-06-09,Equity,Lindenmoor Securities,Buy,12364,55.05,680676.13,Settled On Time,,,,N/A,0.0,,0.0
T100309,2026-06-15,2026-06-16,Equity,Quorum Custody Bank,Buy,13265,33.13,439526.84,Settled On Time,,,,N/A,0.0,,0.0
T100310,2026-07-20,2026-07-21,ETF,Palisade Trading Group,Buy,6987,279.85,1955303.68,Settled On Time,,,,N/A,0.0,,0.0
T100311,2026-07-20,2026-07-21,Equity,Palisade Trading Group,Sell,2307,38.38,88553.0,Settled On Time,,,,N/A,0.0,,0.0
T100312,2026-03-09,2026-03-10,Equity,Fenwick Custody Solutions,Buy,18759,196.89,3693511.74,Settled On Time,,,,N/A,0.0,,0.0
T100313,2026-04-24,2026-04-27,Equity,Bellwether Capital Partners,Buy,15616,21.56,336650.56,Settled On Time,,,,N/A,0.0,,0.0
T100314,2026-08-14,2026-08-17,Equity,Journeyman Capital,Sell,5863,48.52,284482.39,Settled On Time,,,,N/A,0.0,,0.0
T100315,2026-04-30,2026-05-01,Equity,Greystone Trading LLC,Buy,13691,170.83,2338767.66,Failed,DK - Trade/Documentation Discrepancy,1.0,2026-05-02,Resolved,1.0,1-2 days,344.32
T100316,2026-04-10,2026-04-13,Equity,Greystone Trading LLC,Sell,8326,22.44,186847.42,Settled On Time,,,,N/A,0.0,,0.0
T100317,2026-06-19,2026-06-23,Corporate Bond,Kestrel Institutional Brokers,Buy,932250,104.53,97448726.07,Failed,Insufficient Securities (Long Fail),1.0,2026-06-24,Resolved,1.0,1-2 days,14346.62
T100318,2026-04-02,2026-04-03,Equity,Sable Point Capital,Sell,18684,39.67,741260.28,Settled On Time,,,,N/A,0.0,,0.0
T100319,2026-03-24,2026-03-25,Government Bond,Quorum Custody Bank,Buy,1217466,101.97,124150843.81,Settled On Time,,,,N/A,0.0,,0.0
T100320,2026-07-20,2026-07-21,Government Bond,Northbridge Prime Services,Buy,349913,99.46,34802527.96,Settled On Time,,,,N/A,0.0,,0.0
T100321,2026-03-19,2026-03-20,ETF,Oakferry Markets,Buy,6476,95.02,615348.05,Settled On Time,,,,N/A,0.0,,0.0
T100322,2026-08-05,2026-08-06,Equity,Ironwood Clearing,Buy,10752,56.24,604685.42,Settled On Time,,,,N/A,0.0,,0.0
T100323,2026-04-13,2026-04-14,ETF,Kestrel Institutional Brokers,Sell,13908,60.72,844517.46,Settled On Time,,,,N/A,0.0,,0.0
T100324,2026-03-17,2026-03-19,Corporate Bond,Ironwood Clearing,Sell,929410,95.27,88541545.13,Settled On Time,,,,N/A,0.0,,0.0
T100325,2026-07-09,2026-07-13,Corporate Bond,Quorum Custody Bank,Sell,163834,97.03,15896401.19,Settled On Time,,,,N/A,0.0,,0.0
T100326,2026-03-30,2026-04-01,Corporate Bond,Thornfield Global Clearing,Sell,380094,105.06,39932986.53,Settled On Time,,,,N/A,0.0,,0.0
T100327,2026-05-04,2026-05-05,ETF,Ironwood Clearing,Buy,15830,28.06,444131.45,Settled On Time,,,,N/A,0.0,,0.0
T100328,2026-04-30,2026-05-04,Corporate Bond,Oakferry Markets,Sell,1088133,98.98,107700455.77,Settled On Time,,,,N/A,0.0,,0.0
T100329,2026-05-28,2026-05-29,Equity,Bellwether Capital Partners,Buy,14217,72.88,1036184.64,Settled On Time,,,,N/A,0.0,,0.0
T100330,2026-05-22,2026-05-26,Corporate Bond,Ironwood Clearing,Sell,1680888,96.82,162741721.77,Settled On Time,,,,N/A,0.0,,0.0
T100331,2026-04-02,2026-04-03,Equity,Ridgeline Brokerage,Buy,3860,51.61,199227.73,Settled On Time,,,,N/A,0.0,,0.0
T100332,2026-04-09,2026-04-13,Corporate Bond,Northbridge Prime Services,Sell,550260,100.67,55393363.96,Settled On Time,,,,N/A,0.0,,0.0
T100333,2026-04-02,2026-04-03,Government Bond,Kestrel Institutional Brokers,Buy,1117395,98.46,110022065.29,Settled On Time,,,,N/A,0.0,,0.0
T100334,2026-03-09,2026-03-10,Equity,Everline Global Markets,Sell,2160,29.17,63013.8,Settled On Time,,,,N/A,0.0,,0.0
T100335,2026-06-23,2026-06-25,Corporate Bond,Quorum Custody Bank,Sell,1680256,98.09,164822366.54,Settled On Time,,,,N/A,0.0,,0.0
T100336,2026-05-21,2026-05-22,Equity,Thornfield Global Clearing,Buy,18018,74.68,1345543.11,Settled On Time,,,,N/A,0.0,,0.0
T100337,2026-03-17,2026-03-19,Corporate Bond,Harborview Asset Services,Sell,394259,91.35,36016382.46,Settled On Time,,,,N/A,0.0,,0.0
T100338,2026-04-27,2026-04-28,Equity,Quorum Custody Bank,Buy,12222,50.89,621922.6,Settled On Time,,,,N/A,0.0,,0.0
T100339,2026-06-26,2026-06-29,Government Bond,Lindenmoor Securities,Sell,682384,94.97,64808224.29,Settled On Time,,,,N/A,0.0,,0.0
T100340,2026-04-17,2026-04-20,Equity,Harborview Asset Services,Sell,13318,84.73,1128388.45,Settled On Time,,,,N/A,0.0,,0.0
T100341,2026-05-08,2026-05-11,Government Bond,Greystone Trading LLC,Buy,1695500,97.48,165281996.26,Settled On Time,,,,N/A,0.0,,0.0
T100342,2026-07-09,2026-07-13,Corporate Bond,Kestrel Institutional Brokers,Sell,58635,95.42,5594871.25,Failed,Insufficient Securities (Long Fail),4.0,2026-07-17,Resolved,4.0,3-5 days,3294.76
T100343,2026-06-26,2026-06-29,ETF,Ironwood Clearing,Sell,10883,48.29,525530.05,Settled On Time,,,,N/A,0.0,,0.0
T100344,2026-07-02,2026-07-06,Corporate Bond,Meridian Capital Partners,Buy,788211,105.67,83291024.91,Settled On Time,,,,N/A,0.0,,0.0
T100345,2026-05-06,2026-05-08,Corporate Bond,Caldera Prime Brokerage,Sell,14127,100.48,1419543.71,Settled On Time,,,,N/A,0.0,,0.0
T100346,2026-05-25,2026-05-26,Government Bond,Journeyman Capital,Buy,1562062,100.9,157613709.57,Settled On Time,,,,N/A,0.0,,0.0
T100347,2026-07-29,2026-07-30,Equity,Oakferry Markets,Buy,8134,104.23,847794.83,Settled On Time,,,,N/A,0.0,,0.0
T100348,2026-08-03,2026-08-04,ETF,Quorum Custody Bank,Sell,19038,36.75,699724.46,Settled On Time,,,,N/A,0.0,,0.0
T100349,2026-03-09,2026-03-10,Equity,Fenwick Custody Solutions,Sell,12655,19.29,244126.06,Settled On Time,,,,N/A,0.0,,0.0
T100350,2026-07-28,2026-07-30,Corporate Bond,Meridian Capital Partners,Buy,81020,103.89,8417253.83,Settled On Time,,,,N/A,0.0,,0.0
T100351,2026-08-06,2026-08-07,Equity,Greystone Trading LLC,Sell,8485,112.53,954789.37,Settled On Time,,,,N/A,0.0,,0.0
T100352,2026-08-14,2026-08-17,ETF,Palisade Trading Group,Buy,17073,19.78,337683.81,Settled On Time,,,,N/A,0.0,,0.0
T100353,2026-04-15,2026-04-16,ETF,Harborview Asset Services,Sell,4222,12.3,51938.75,Settled On Time,,,,N/A,0.0,,0.0
T100354,2026-05-27,2026-05-28,ETF,Northbridge Prime Services,Sell,15741,30.53,480555.36,Settled On Time,,,,N/A,0.0,,0.0
T100355,2026-03-05,2026-03-06,ETF,Ironwood Clearing,Buy,16231,53.41,866827.73,Settled On Time,,,,N/A,0.0,,0.0
T100356,2026-03-18,2026-03-20,Corporate Bond,Fenwick Custody Solutions,Buy,616606,96.41,59448470.25,Settled On Time,,,,N/A,0.0,,0.0
T100357,2026-06-08,2026-06-10,Corporate Bond,Lindenmoor Securities,Buy,1199749,99.33,119176940.8,Settled On Time,,,,N/A,0.0,,0.0
T100358,2026-04-03,2026-04-06,ETF,Meridian Capital Partners,Sell,17379,119.52,2077219.36,Settled On Time,,,,N/A,0.0,,0.0
T100359,2026-04-07,2026-04-08,ETF,Northbridge Prime Services,Sell,10555,32.57,343733.71,Settled On Time,,,,N/A,0.0,,0.0
T100360,2026-04-21,2026-04-22,Government Bond,Palisade Trading Group,Sell,282132,100.57,28372634.73,Settled On Time,,,,N/A,0.0,,0.0
T100361,2026-05-20,2026-05-21,Equity,Northbridge Prime Services,Buy,12765,45.68,583162.93,Settled On Time,,,,N/A,0.0,,0.0
T100362,2026-03-25,2026-03-26,Equity,Ridgeline Brokerage,Sell,12695,97.29,1235036.47,Settled On Time,,,,N/A,0.0,,0.0
